source,brand,brand_en,model,model_en,generation,generation_en,body,type,type_en,trim,trim_en,name_en_notes,count
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,지프 인터쿨러엑시드,지프 인터쿨러엑시드,,,Hyundai -> Galloper -> 지프 인터쿨러엑시드,2
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,지프 인터쿨러슈퍼엑시드,지프 인터쿨러슈퍼엑시드,,,Hyundai -> Galloper -> 지프 인터쿨러슈퍼엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 표준형,S 표준형,,,Hyundai -> Galloper -> S 표준형,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 엑시드,S 엑시드,,,Hyundai -> Galloper -> S 엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S XL,S XL,,,Hyundai -> Galloper -> S XL,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 터보 STD,S 터보 STD,,,Hyundai -> Galloper -> S 터보 STD,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 터보엑시드,S 터보엑시드,노멀,노멀,Hyundai -> Galloper -> S 터보엑시드 -> 노멀,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 터보엑시드,S 터보엑시드,와이드,와이드,Hyundai -> Galloper -> S 터보엑시드 -> 와이드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 인터쿨러엑시드,S 인터쿨러엑시드,,,Hyundai -> Galloper -> S 인터쿨러엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,S 인터쿨러슈퍼엑시드,S 인터쿨러슈퍼엑시드,,,Hyundai -> Galloper -> S 인터쿨러슈퍼엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,9 엑시드,9 엑시드,,,Hyundai -> Galloper -> 9 엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,9 터보엑시드,9 터보엑시드,,,Hyundai -> Galloper -> 9 터보엑시드,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,9 XL 2WD,9 XL 2WD,,,Hyundai -> Galloper -> 9 XL 2WD,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,9 XL 4WD,9 XL 4WD,,,Hyundai -> Galloper -> 9 XL 4WD,0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,밴 터보엑시드(숏바디),밴 터보엑시드(숏바디),,,Hyundai -> Galloper -> 밴 터보엑시드(숏바디),0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,밴 디젤엑시드,밴 디젤엑시드,,,Hyundai -> Galloper -> 밴 디젤엑시드,1
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,밴 터보엑시드(이노베이션),밴 터보엑시드(이노베이션),,,Hyundai -> Galloper -> 밴 터보엑시드(이노베이션),0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,밴 인터쿨러엑시드(이노베이션),밴 인터쿨러엑시드(이노베이션),,,Hyundai -> Galloper -> 밴 인터쿨러엑시드(이노베이션),0
domestic,현대,Hyundai,갤로퍼,Galloper,갤로퍼,,,슈퍼밴(롱밴),슈퍼밴(롱밴),,,Hyundai -> Galloper -> 슈퍼밴(롱밴),0
domestic,현대,Hyundai,그라나다,Granada,그라나다,,,V6,V6,,,Hyundai -> Granada -> V6,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD,3.5 LPG 2WD,프리미엄,프리미엄,Hyundai -> Grandeur -> 3.5 LPG 2WD -> 프리미엄,56
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD,3.5 LPG 2WD,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.5 LPG 2WD -> 익스클루시브,24
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD (장애인용),3.5 LPG 2WD (장애인용),프리미엄 플러스,프리미엄 플러스,Hyundai -> Grandeur -> 3.5 LPG 2WD (장애인용) -> 프리미엄 플러스,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD (장애인용),3.5 LPG 2WD (장애인용),익스클루시브 플러스,익스클루시브 플러스,Hyundai -> Grandeur -> 3.5 LPG 2WD (장애인용) -> 익스클루시브 플러스,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD (택시형),3.5 LPG 2WD (택시형),고급형,고급형,Hyundai -> Grandeur -> 3.5 LPG 2WD (택시형) -> 고급형,56
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 LPG 2WD (택시형),3.5 LPG 2WD (택시형),VIP,VIP,Hyundai -> Grandeur -> 3.5 LPG 2WD (택시형) -> VIP,2
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,2.5 가솔린 2WD,2.5 가솔린 2WD,프리미엄,프리미엄,Hyundai -> Grandeur -> 2.5 가솔린 2WD -> 프리미엄,209
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,2.5 가솔린 2WD,2.5 가솔린 2WD,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 2.5 가솔린 2WD -> 익스클루시브,123
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,2.5 가솔린 2WD,2.5 가솔린 2WD,아너스,아너스,Hyundai -> Grandeur -> 2.5 가솔린 2WD -> 아너스,3
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,2.5 가솔린 2WD,2.5 가솔린 2WD,캘리그래피,캘리그래피,Hyundai -> Grandeur -> 2.5 가솔린 2WD -> 캘리그래피,131
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 2WD,3.5 가솔린 2WD,프리미엄,프리미엄,Hyundai -> Grandeur -> 3.5 가솔린 2WD -> 프리미엄,15
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 2WD,3.5 가솔린 2WD,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.5 가솔린 2WD -> 익스클루시브,53
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 2WD,3.5 가솔린 2WD,아너스,아너스,Hyundai -> Grandeur -> 3.5 가솔린 2WD -> 아너스,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 2WD,3.5 가솔린 2WD,캘리그래피,캘리그래피,Hyundai -> Grandeur -> 3.5 가솔린 2WD -> 캘리그래피,28
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 4WD,3.5 가솔린 4WD,프리미엄,프리미엄,Hyundai -> Grandeur -> 3.5 가솔린 4WD -> 프리미엄,12
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 4WD,3.5 가솔린 4WD,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.5 가솔린 4WD -> 익스클루시브,7
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 4WD,3.5 가솔린 4WD,아너스,아너스,Hyundai -> Grandeur -> 3.5 가솔린 4WD -> 아너스,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 (GN7),,,3.5 가솔린 4WD,3.5 가솔린 4WD,캘리그래피,캘리그래피,Hyundai -> Grandeur -> 3.5 가솔린 4WD -> 캘리그래피,31
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 하이브리드 (GN7),,,프리미엄,프리미엄,,,Hyundai -> Grandeur -> 프리미엄,109
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 하이브리드 (GN7),,,익스클루시브,익스클루시브,,,Hyundai -> Grandeur -> 익스클루시브,169
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 하이브리드 (GN7),,,아너스,아너스,,,Hyundai -> Grandeur -> 아너스,11
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 하이브리드 (GN7),,,캘리그래피,캘리그래피,,,Hyundai -> Grandeur -> 캘리그래피,188
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi,3.0 LPi,프리미엄,프리미엄,Hyundai -> Grandeur -> 3.0 LPi -> 프리미엄,16
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi,3.0 LPi,프리미엄 초이스,프리미엄 초이스,Hyundai -> Grandeur -> 3.0 LPi -> 프리미엄 초이스,10
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi,3.0 LPi,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.0 LPi -> 익스클루시브,43
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (장애인용),3.0 LPi (장애인용),프리미엄,프리미엄,Hyundai -> Grandeur -> 3.0 LPi (장애인용) -> 프리미엄,3
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (장애인용),3.0 LPi (장애인용),익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.0 LPi (장애인용) -> 익스클루시브,10
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (렌터카용),3.0 LPi (렌터카용),모던,모던,Hyundai -> Grandeur -> 3.0 LPi (렌터카용) -> 모던,73
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (렌터카용),3.0 LPi (렌터카용),프리미엄,프리미엄,Hyundai -> Grandeur -> 3.0 LPi (렌터카용) -> 프리미엄,98
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (렌터카용),3.0 LPi (렌터카용),익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.0 LPi (렌터카용) -> 익스클루시브,26
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (택시형),3.0 LPi (택시형),모범형,모범형,Hyundai -> Grandeur -> 3.0 LPi (택시형) -> 모범형,9
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (택시형),3.0 LPi (택시형),고급형,고급형,Hyundai -> Grandeur -> 3.0 LPi (택시형) -> 고급형,18
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.0 LPi (택시형),3.0 LPi (택시형),고급형 VIP 패키지,고급형 VIP 패키지,Hyundai -> Grandeur -> 3.0 LPi (택시형) -> 고급형 VIP 패키지,4
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,프리미엄,프리미엄,Hyundai -> Grandeur -> 2.5 -> 프리미엄,126
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,프리미엄 초이스,프리미엄 초이스,Hyundai -> Grandeur -> 2.5 -> 프리미엄 초이스,335
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,르블랑,르블랑,Hyundai -> Grandeur -> 2.5 -> 르블랑,326
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 2.5 -> 익스클루시브,227
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,캘리그래피,캘리그래피,Hyundai -> Grandeur -> 2.5 -> 캘리그래피,234
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,2.5,2.5,스페셜,스페셜,Hyundai -> Grandeur -> 2.5 -> 스페셜,4
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.3,3.3,프리미엄,프리미엄,Hyundai -> Grandeur -> 3.3 -> 프리미엄,12
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.3,3.3,프리미엄 초이스,프리미엄 초이스,Hyundai -> Grandeur -> 3.3 -> 프리미엄 초이스,46
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.3,3.3,르블랑,르블랑,Hyundai -> Grandeur -> 3.3 -> 르블랑,38
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.3,3.3,익스클루시브,익스클루시브,Hyundai -> Grandeur -> 3.3 -> 익스클루시브,84
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.3,3.3,캘리그래피,캘리그래피,Hyundai -> Grandeur -> 3.3 -> 캘리그래피,129
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG,,,3.5,3.5,수출형,수출형,Hyundai -> Grandeur -> 3.5 -> 수출형,0
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG 하이브리드,,,프리미엄,프리미엄,,,Hyundai -> Grandeur -> 프리미엄,69
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG 하이브리드,,,프리미엄 초이스,프리미엄 초이스,,,Hyundai -> Grandeur -> 프리미엄 초이스,65
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG 하이브리드,,,르블랑,르블랑,,,Hyundai -> Grandeur -> 르블랑,158
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG 하이브리드,,,익스클루시브,익스클루시브,,,Hyundai -> Grandeur -> 익스클루시브,131
domestic,현대,Hyundai,그랜저,Grandeur,더 뉴 그랜저 IG 하이브리드,,,캘리그래피,캘리그래피,,,Hyundai -> Grandeur -> 캘리그래피,127
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 모던,3.0 LPI 모던,,,Hyundai -> Grandeur -> 3.0 LPI 모던,5
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 익스클루시브,3.0 LPI 익스클루시브,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 3.0 LPI 익스클루시브 -> (세부등급 없음),1
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 익스클루시브,3.0 LPI 익스클루시브,스페셜,스페셜,Hyundai -> Grandeur -> 3.0 LPI 익스클루시브 -> 스페셜,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPi 모던 베이직 (렌터카),3.0 LPi 모던 베이직 (렌터카),,,Hyundai -> Grandeur -> 3.0 LPi 모던 베이직 (렌터카),13
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPi 모던 (렌터카),3.0 LPi 모던 (렌터카),,,Hyundai -> Grandeur -> 3.0 LPi 모던 (렌터카),170
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPi 익스클루시브 (렌터카),3.0 LPi 익스클루시브 (렌터카),,,Hyundai -> Grandeur -> 3.0 LPi 익스클루시브 (렌터카),56
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPi 장애인용,3.0 LPi 장애인용,프리미엄 스페셜,프리미엄 스페셜,Hyundai -> Grandeur -> 3.0 LPi 장애인용 -> 프리미엄 스페셜,16
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPi 장애인용,3.0 LPi 장애인용,익스클루시브 스페셜,익스클루시브 스페셜,Hyundai -> Grandeur -> 3.0 LPi 장애인용 -> 익스클루시브 스페셜,29
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 택시형,3.0 LPI 택시형,개인형,개인형,Hyundai -> Grandeur -> 3.0 LPI 택시형 -> 개인형,7
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 택시형,3.0 LPI 택시형,모범형,모범형,Hyundai -> Grandeur -> 3.0 LPI 택시형 -> 모범형,13
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 LPI 택시형,3.0 LPI 택시형,VIP 패키지,VIP 패키지,Hyundai -> Grandeur -> 3.0 LPI 택시형 -> VIP 패키지,4
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 모던,2.4 모던,,,Hyundai -> Grandeur -> 2.4 모던,127
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 프리미엄,2.4 프리미엄,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 2.4 프리미엄 -> (세부등급 없음),370
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 프리미엄,2.4 프리미엄,스페셜,스페셜,Hyundai -> Grandeur -> 2.4 프리미엄 -> 스페셜,207
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 익스클루시브,2.4 익스클루시브,스페셜,스페셜,Hyundai -> Grandeur -> 2.4 익스클루시브 -> 스페셜,44
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 스페셜,2.4 스페셜,,,Hyundai -> Grandeur -> 2.4 스페셜,14
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.4 모던 베이직 (렌터카),2.4 모던 베이직 (렌터카),,,Hyundai -> Grandeur -> 2.4 모던 베이직 (렌터카),10
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 프리미엄,3.0 프리미엄,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 3.0 프리미엄 -> (세부등급 없음),32
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 익스클루시브,3.0 익스클루시브,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 3.0 익스클루시브 -> (세부등급 없음),225
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 익스클루시브,3.0 익스클루시브,스페셜,스페셜,Hyundai -> Grandeur -> 3.0 익스클루시브 -> 스페셜,176
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 모던 베이직 (렌터카),3.0 모던 베이직 (렌터카),,,Hyundai -> Grandeur -> 3.0 모던 베이직 (렌터카),15
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.0 아제라 (수출형),3.0 아제라 (수출형),,,Hyundai -> Grandeur -> 3.0 아제라 (수출형),0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.3 셀러브리티,3.3 셀러브리티,,,Hyundai -> Grandeur -> 3.3 셀러브리티,34
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,3.5 아제라 (수출형),3.5 아제라 (수출형),,,Hyundai -> Grandeur -> 3.5 아제라 (수출형),0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.2 디젤 모던,2.2 디젤 모던,,,Hyundai -> Grandeur -> 2.2 디젤 모던,4
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.2 디젤 프리미엄,2.2 디젤 프리미엄,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 2.2 디젤 프리미엄 -> (세부등급 없음),52
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG,,,2.2 디젤 프리미엄,2.2 디젤 프리미엄,스페셜,스페셜,Hyundai -> Grandeur -> 2.2 디젤 프리미엄 -> 스페셜,46
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG 하이브리드,,,프리미엄,프리미엄,,,Hyundai -> Grandeur -> 프리미엄,38
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG 하이브리드,,,익스클루시브,익스클루시브,(세부등급 없음),(세부등급 없음),Hyundai -> Grandeur -> 익스클루시브 -> (세부등급 없음),112
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 IG 하이브리드,,,익스클루시브,익스클루시브,스페셜,스페셜,Hyundai -> Grandeur -> 익스클루시브 -> 스페셜,117
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 프라임,LPG HG300 프라임,,,Hyundai -> Grandeur -> LPG HG300 프라임,37
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 이그제큐티브,LPG HG300 이그제큐티브,,,Hyundai -> Grandeur -> LPG HG300 이그제큐티브,46
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 모던,LPG HG300 모던,,,Hyundai -> Grandeur -> LPG HG300 모던,139
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 프리미엄,LPG HG300 프리미엄,,,Hyundai -> Grandeur -> LPG HG300 프리미엄,44
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 익스클루시브,LPG HG300 익스클루시브,,,Hyundai -> Grandeur -> LPG HG300 익스클루시브,34
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 장애인용,LPG HG300 장애인용,,,Hyundai -> Grandeur -> LPG HG300 장애인용,39
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,LPG HG300 택시형,LPG HG300 택시형,,,Hyundai -> Grandeur -> LPG HG300 택시형,17
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG240 럭셔리,HG240 럭셔리,,,Hyundai -> Grandeur -> HG240 럭셔리,293
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG240 모던,HG240 모던,,,Hyundai -> Grandeur -> HG240 모던,709
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG240 모던 컬렉션,HG240 모던 컬렉션,,,Hyundai -> Grandeur -> HG240 모던 컬렉션,123
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG240 스페셜,HG240 스페셜,,,Hyundai -> Grandeur -> HG240 스페셜,6
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,2.4 아제라(수출형),2.4 아제라(수출형),,,Hyundai -> Grandeur -> 2.4 아제라(수출형),1
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 프라임,HG300 프라임,,,Hyundai -> Grandeur -> HG300 프라임,88
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 노블,HG300 노블,,,Hyundai -> Grandeur -> HG300 노블,74
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 로얄,HG300 로얄,,,Hyundai -> Grandeur -> HG300 로얄,24
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 프리미엄,HG300 프리미엄,,,Hyundai -> Grandeur -> HG300 프리미엄,189
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 프리미엄 컬렉션,HG300 프리미엄 컬렉션,,,Hyundai -> Grandeur -> HG300 프리미엄 컬렉션,11
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 익스클루시브,HG300 익스클루시브,,,Hyundai -> Grandeur -> HG300 익스클루시브,162
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 익스클루시브 스페셜,HG300 익스클루시브 스페셜,,,Hyundai -> Grandeur -> HG300 익스클루시브 스페셜,13
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 익스클루시브 컬렉션,HG300 익스클루시브 컬렉션,,,Hyundai -> Grandeur -> HG300 익스클루시브 컬렉션,2
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG300 더 타임리스,HG300 더 타임리스,,,Hyundai -> Grandeur -> HG300 더 타임리스,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG330 셀러브리티,HG330 셀러브리티,,,Hyundai -> Grandeur -> HG330 셀러브리티,29
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),프라임,프라임,Hyundai -> Grandeur -> 구조변경(가솔린) -> 프라임,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),이그젝큐티브,이그젝큐티브,Hyundai -> Grandeur -> 구조변경(가솔린) -> 이그젝큐티브,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),모던,모던,Hyundai -> Grandeur -> 구조변경(가솔린) -> 모던,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),프리미엄,프리미엄,Hyundai -> Grandeur -> 구조변경(가솔린) -> 프리미엄,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),익스클루시브,익스클루시브,Hyundai -> Grandeur -> 구조변경(가솔린) -> 익스클루시브,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,구조변경(가솔린),구조변경(가솔린),택시형,택시형,Hyundai -> Grandeur -> 구조변경(가솔린) -> 택시형,0
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,아제라(수출형),아제라(수출형),,,Hyundai -> Grandeur -> 아제라(수출형),2
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG220 디젤 모던,HG220 디젤 모던,,,Hyundai -> Grandeur -> HG220 디젤 모던,53
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG220 디젤 모던 컬렉션,HG220 디젤 모던 컬렉션,,,Hyundai -> Grandeur -> HG220 디젤 모던 컬렉션,3
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG220 디젤 프리미엄,HG220 디젤 프리미엄,,,Hyundai -> Grandeur -> HG220 디젤 프리미엄,138
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG,,,HG220 디젤 프리미엄 컬렉션,HG220 디젤 프리미엄 컬렉션,,,Hyundai -> Grandeur -> HG220 디젤 프리미엄 컬렉션,3
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG 하이브리드,,,프리미엄,프리미엄,,,Hyundai -> Grandeur -> 프리미엄,183
domestic,현대,Hyundai,그랜저,Grandeur,그랜저 HG 하이브리드,,,프리미엄 컬렉션,프리미엄 컬렉션,,,Hyundai -> Grandeur -> 프리미엄 컬렉션,8
domestic,현대,Hyundai,그랜저,Grandeur,더 럭셔리 그랜저,,,LPI Q270,LPI Q270,,,Hyundai -> Grandeur -> LPI Q270,2
domestic,현대,Hyundai,그랜저,Grandeur,더 럭셔리 그랜저,,,LPI Q270 모범형,LPI Q270 모범형,,,Hyundai -> Grandeur -> LPI Q270 모범형,3
